SKU	Brand	Line	Vitola	Country	Tier	Strength	Body	Flavor Family	Occasion	Smoke Time	Pairing Affinity	Wrapper	Binder	Filler	Notes	Wrapper Role	Binder Role	Filler Role	Flavor Notes	Best For	Avoid If	Why Recommend	Recommendation Confidence	Source Confidence	Beginner Safe	Image URL	Article Source	MSRP USD	Length	Ring Gauge	Shape	Stick Size	Catalog Line	Member Blurb	Price Note	Size Note	CA Rating	CA List Year	CA List	CA Rank	Data Grade (1-10)
CA24-16-PERDOMO-30-SG	Perdomo	30th Anniversary Sun Grown	Epicure	Nicaragua	5	4	Medium-Full	Sweet Spice	Celebration	90 min	Bourbon	Ecuador	Nicaragua	Nicaragua	Cigar Aficionado 2024 #16, rated 92. Teaches 30th Anniversary Sun Grown identity in Epicure format - regional character, construction, and Top 25 prestige.	Ecuador wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/perdomo-30th-anniversary-sun-grown-epicure-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, 30th Anniversary Sun Grown, or a medium-full bourbon-friendly smoke at this size.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/perdomo-30th-anniversary-sun-grown-epicure-2024	9.	6.	52.	Toro	6 × 52 · Toro	Montecristo Classic / Dominican Toro · 6 × 52 · Toro · Light · Dominican · $9 · Notes: cream, cedar, nuts, grassy sweetness	The name everyone recognizes — grassy sweetness, cream, and mild Cuban-legacy vibes. Broad appeal for new and returning smokers.	Dominican Classic line; vitola varies by SKU.	Classic line has multiple vitolas; Toro listed.	92	2024	Top 25	16	10
CA24-17-PLAS-151	Plasencia	Cosecha 151	La Musica	Nicaragua	5	4	Medium-Full	Woodsy	After dinner	90 min	Rum	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2024 #17, rated 92. Teaches Cosecha 151 identity in La Musica format - regional character, construction, and Top 25 prestige.	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/plasencia-cosecha-151-la-musica-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Cosecha 151, or a medium-full rum-friendly smoke at this size.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/plasencia-cosecha-151-la-musica-2024	13.	6.	52.	Toro	6 × 52 · Toro	Viva La Vida Jester · 6 × 52 · Toro · Medium-Full · Nicaragua · $13 · Notes: cedar, baking spice, sweet tobacco, toast	Aganorsa-forward boutique — sweet spice and rum-friendly depth in the Jester vitola. Story-driven Nicaraguan with modern polish.			92	2024	Top 25	17	10
BB25-05-PUNCH-BOTTLE	Punch	Bottle Rocket	Bottle Rocket	Honduras	3	4	Medium-Full	Savory	Quick lunch break	60 min	Bourbon	Honduras	Honduras	Honduras / Nicaragua	Cigar Aficionado 2025 Best Buy, rated 90 (≤$7 MSRP). Teaches Bottle Rocket in Bottle Rocket - value Honduras pick for budget-conscious smokers.	Honduras wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	earth, leather, coffee, cayenne pepper, graham cracker, honeyed wood	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-bottle-rocket-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Maybe		6.99	6.99	6.	52.	Genios	6 × 52 · Genios	Diplomaticos Genios Exclusivo Phoenicia · 6 × 52 · Genios · Full · Cuban · — · Notes: wood, cedar, earth, spice	Cuban regional-edition rarity — wood, cedar, and assertive island character. Recommend when collector Cuban identity is the point.	Cuban regional edition; not U.S. retail MSRP.		90	2025	Best Buy		10
BB24-08-PUNCH-DRAGON	Punch	Dragon Fire	Grande	Nicaragua	3	4	Medium-Full	Savory	After dinner	90 min	Bourbon	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2024 Best Buy, rated 90 (≤$7 MSRP). Teaches Dragon Fire in Grande - value Nicaragua pick for budget-conscious smokers.	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cayenne pepper, leather, earth, coffee, sweet spice	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-dragon-fire-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2024 Best Buy list.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/punch-dragon-fire-2024	13.	5.63	46.	Corona Gorda	5.625 × 46 · Corona Gorda	Ferio Tego Summa · 5.625 × 46 · Corona Gorda · Medium-Full · Nicaragua · $13 · Notes: cedar, wood, earth, leather	Ferio Tego Summa corona gorda — Plasencia-made Nicaraguan wood and polish. Sister brand to Timeless Supreme on the 2025 list.		Summa line; CA25-10 is Timeless Supreme 650.	90	2024	Best Buy		10
BB24-09-PUNCH-KB-ROB	Punch	Knuckle Buster Shade	Robusto	Honduras	3	2	Medium-Light	Creamy	Quick lunch break	60 min	Coffee	Ecuador Connecticut	Honduras	Honduras / Nicaragua	Cigar Aficionado 2024 Best Buy, rated 90 (≤$7 MSRP). Teaches Knuckle Buster Shade in Robusto - value Honduras pick for budget-conscious smokers.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-robusto-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2024 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-robusto-2024	7.	6.	60.	Grande	6 × 60 · Grande	Punch Dragon Fire · 6 × 60 · Grande · Medium-Full · Nicaragua · $7 · Notes: earth, savory spice, cedar, cocoa	Big 60-ring Dragon Fire - more body than most Best Buys. After-dinner Nicaraguan that still clears the $7 bar.			90	2024	Best Buy		10
BB24-13-PUNCH-KB-GORDO	Punch	Knuckle Buster Shade	Gordo	Honduras	3	2	Medium-Light	Creamy	After dinner	90 min	Coffee	Ecuador Connecticut	Honduras	Honduras / Nicaragua	Cigar Aficionado 2024 Best Buy, rated 89 (≤$7 MSRP). Teaches Knuckle Buster Shade in Gordo - value Honduras pick for budget-conscious smokers.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-gordo-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2024 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-gordo-2024	5.	6.	52.	Toro	6 × 52 · Toro	Punch Knuckle Buster Shade · 6 × 52 · Toro · Medium-Light · Honduras · $5 · Notes: cream, cedar, nuts, toast	Knuckle Buster shade toro - creamy Honduras at $5 class. Sterlon budget mild recommendation.			89	2024	Best Buy		10
BB24-14-PUNCH-KB-STUB	Punch	Knuckle Buster Shade	Stubby	Honduras	3	2	Medium-Light	Creamy	Quick lunch break	45 min	Coffee	Ecuador Connecticut	Honduras	Honduras / Nicaragua	Cigar Aficionado 2024 Best Buy, rated 89 (≤$7 MSRP). Teaches Knuckle Buster Shade in Stubby - value Honduras pick for budget-conscious smokers.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-stubby-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2024 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-stubby-2024	5.	4.13	42.	Petit Corona	4⅛ × 42 · Petit Corona	Bolivar Cofradia · 4⅛ × 42 · Petit Corona · Medium · Honduras · $5 · Notes: cedar, wood, earth, leather	Cheapest on the list - Honduran petit corona with classic wood and earth. Humidor filler champion.			89	2024	Best Buy		10
BB24-15-PUNCH-KB-TORO	Punch	Knuckle Buster Shade	Toro	Honduras	3	2	Medium-Light	Creamy	Quick lunch break	60 min	Coffee	Ecuador Connecticut	Honduras	Honduras / Nicaragua	Cigar Aficionado 2024 Best Buy, rated 89 (≤$7 MSRP). Teaches Knuckle Buster Shade in Toro - value Honduras pick for budget-conscious smokers.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-toro-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2024 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/punch-knuckle-buster-shade-toro-2024	6.	4.25	42.	Petit Corona	4¼ × 42 · Petit Corona	La Flor Dominicana Cameroon Cabinet No. 3 · 4¼ × 42 · Petit Corona · Medium · Dominican · $6 · Notes: cedar, baking spice, sweet tobacco, toast	LFD in mild Cameroon cabinet - sweet spice without Double Ligero fear. Short format, approachable.			89	2024	Best Buy		10
BB25-10-PUNCH-RARE-RAP	Punch	Rare Corojo	Rapido	Honduras	3	4	Medium-Full	Sweet Spice	Quick lunch break	45 min	Coffee	Ecuador Habano	Honduras	Honduras / Nicaragua	Cigar Aficionado 2025 Best Buy, rated 90 (≤$7 MSRP). Teaches Rare Corojo in Rapido - value Honduras pick for budget-conscious smokers.	Ecuador Habano wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/punch-rare-corojo-rapido-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/punch-rare-corojo-rapido-2025	6.	6.	52.	Toro	6 × 52 · Toro	Nica Rustica Adobe · 6 × 52 · Toro · Medium-Full · Nicaragua · $6 · Notes: earth, savory spice, cedar, cocoa	Nica Rustica Adobe toro again in 2025 - rustic DE Nicaraguan earth; compare rating to BB24-19.		2025 re-list at 87 pts; BB24-19 same vitola rated 88 in 2024.	90	2025	Best Buy		10
CA24-07-RP-CONVICTION	Rocky Patel	Conviction	Toro	Nicaragua	5	4	Medium-Full	Savory	Special occasion	90 min	Bourbon	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2024 #7, rated 94. Teaches Conviction identity in Toro format - regional character, construction, and Top 25 prestige.	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, espresso, leather, cedar, red pepper	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/rocky-patel-conviction-toro-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Conviction, or a medium-full bourbon-friendly smoke at this size.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/rocky-patel-conviction-toro-2024	7.	7.	50.	Churchill	7 × 50 · Churchill	Brick House · 7 × 50 · Churchill · Medium · Nicaragua · $7 · Notes: earth, savory spice, cedar, cocoa	J.C. Newman value Churchill — Brazilian wrapper savory depth at everyday pricing. Long lunch smoke that punches above its MSRP.			94	2024	Top 25	7	10
CA25-06-ROCKY-EMERALD	Rocky Patel	Emerald	Robusto	Nicaragua	4	5	Medium	Creamy	Celebration	60 min	Coffee	Ecuador	Mexico / Nicaragua	Honduras / Nicaragua	Cigar Aficionado 2025 #6, rated 95. Teaches a polished Rocky Patel box-pressed profile, intentionally lighter than many box-pressed cigars but still medium-full on paper.	Ecuadorian wrapper contributes polish, cream, and aromatic sweetness.	Mexican and Nicaraguan binders add structure and savory backbone.	Honduran and Nicaraguan filler provide balance, body, and gentle complexity.	ground coffee, leather, hickory, black pepper	Verified against https://www.cigaraficionado.com/top25cigar/rocky-patel-emerald-robusto-2025.	User wants extreme power, collector rarity, or very short smoke.	Recommend as a balanced modern cigar with enough body but not overwhelming aggression.	Medium	Cigar Aficionado 2025 Top 25 review tasting prose	Maybe	https://mshanken.imgix.net/cao/bolt/2025-12/top6-ratingh.jpg	11.75	11.75	5.88	46.	Corona Gorda	5.875 × 46 · Corona Gorda	Hoyo de Monterrey Le Hoyo de San Juan · 5.875 × 46 · Corona Gorda · Medium · Cuban · — · Notes: cedar, wood, earth, leather	Elegant Cuban Hoyo - cedar, cream, and gentle sweetness in a long corona gorda. Benchmark medium Habanos for Scotch evenings.	Island Cuban; not U.S. retail MSRP.		95	2025	Top 25	6	10
BB24-16-RP-V90-JR	Rocky Patel	Vintage 1990	Juniors	Honduras	3	3	Medium	Woodsy	Quick lunch break	45 min	Coffee	Honduras	Nicaragua	Nicaragua / Dominican Republic	Cigar Aficionado 2024 Best Buy, rated 89 (≤$7 MSRP). Teaches Vintage 1990 in Juniors - value Honduras pick for budget-conscious smokers.	Honduras wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua / Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/rocky-patel-vintage-1990-juniors-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $4' requests - cite CA 2024 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/rocky-patel-vintage-1990-juniors-2024	8.	5.	50.	Robusto	5 × 50 · Robusto	Definition Cigars Classic Robusto · 5 × 50 · Robusto · Medium · Nicaragua · $8 · Notes: cedar, wood, earth, leather	Definition Cigars Classic robusto — local-lounge Nicaraguan habano. Verify against on-hand inventory; placeholder teaching row.		Local/smaller brand — verify blend with lounge inventory.	89	2024	Best Buy		10
L3-RYJ-1875	Romeo y Julieta	1875	Churchill / Bully / Toro	Dominican Republic	3	3	Medium	Earthy	After dinner	60 min	Rum	Indonesian Shade	Dominican Republic	Dominican Republic	Level 3 foundation: teaches old-school premium long-filler style, cedar, earth, and approachable medium character.	Indonesian Shade wrapper brings approachable earth, toast, and a soft spice edge.	Dominican binder keeps the blend steady and traditional rather than sharp.	Dominican filler gives cedar, earth, nuts, and mild-to-medium Cuban-heritage character.	cedar, sharp, medium body	Verified against https://www.cigaraficionado.com/ratings/4547/name/romeo-y-julieta-1875-bully.	User dislikes earthy profiles or wants creamy Connecticut sweetness.	Recommend when the user wants a classic, familiar Dominican profile with more character than ultra-mild cigars.	High	Cigar Aficionado official review	Yes	https://www.holts.com/clubhouse/sites/default/files/Romeo-y-Julieta-1875_1.png	https://www.cigaraficionado.com/ratings/4547/name/romeo-y-julieta-1875-bully	7.	4.5	50.	Rothschild	4½ × 50 · Rothschild	Arturo Fuente Gran Reserva Rothschild · 4½ × 50 · Rothschild · Medium-Light · Dominican · $7 · Notes: cedar, baking spice, wood, light sweetness	Fuente craftsmanship in a short, balanced format. Wrapper choice changes the top notes; the core stays smooth Dominican cedar and light spice.	Wrapper varies (Natural/Maduro/Cameroon); MSRP for Natural Rothschild.	Line also: Chateau, Cazadores — length/ring vary.					10
CUR-15-RYJ-RR-CH	Romeo y Julieta	Reserva Real	Churchill	Dominican Republic	4	3	Medium	Creamy	After dinner	90 min	Scotch	Ecuador Connecticut	Nicaragua	Dominican Republic / Nicaragua	Curated classic (user list). Teaches Reserva Real in Churchill - Dominican character, construction, and hall-of-fame reference status.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Dominican Republic / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	wood, nuts, leather, wheaty, mellow	Verified against https://www.cigaraficionado.com/ratings/8964/name/romeo-y-julieta-reserva-real-churchill-churchill.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Reserva Real, or asks for a medium creamy reference.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/8964/name/romeo-y-julieta-reserva-real-churchill-churchill	5.	6.	50.	Toro	6 × 50 · Toro	La Aurora Cazadores Nicaragua · 6 × 50 · Toro · Medium · Dominican · $5 · Notes: earth, savory spice, cedar, cocoa	Cazadores Nicaragua toro - longer value session with the same line character as the robusto.							10
VID-01-RYJ-RESERVE-ROB	Romeo y Julieta	Reserve	Robusto	Dominican Republic	3	3	Medium	Woodsy	Quick lunch break	60 min	Coffee	Indonesian TBN	Dominican Republic	Dominican Republic / Nicaragua	Sterlon teaching catalog (video transcript). Teaches Reserve in Robusto - Dominican character and Sterlon regional/flavor identity.	Indonesian TBN wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	leather, cinnamon, almonds, marzipan, toasty	Verified against https://www.cigaraficionado.com/ratings/21908/name/romeo-y-julieta-reserve-robusto.	Opposite wrapper lesson needed, or user wants island Cuban only.	Recommend when teaching Reserve identity, AJ/Aganorsa progression, or transcript-priority catalog coverage.	Medium	Cigar Aficionado official review	Yes		7.	7.	5.	50.	Robusto	5 × 50 · Robusto	Padron 1926 Series No. 35 · 4 × 55 · Figurado · Full · Nicaragua · $42 · Notes: cocoa, coffee, earth, dark sweetness	Padron 1926 No. 35 figurado - cocoa, espresso, and leather in a short 4x55 perfecto. Sterlon pilot stick; distinct from the No. 6 on the 2024 list.		1926 No. 35 figurado; CA24-04 is 1926 No. 6 box-pressed.					10
CA24-15-RYJ-WIDE	Romeo y Julieta	Wide Churchill	Wide Churchill	Dominican Republic	4	3	Medium	Woodsy	After dinner	90 min	Scotch	Indonesia	Dominican Republic	Dominican Republic / Nicaragua	Cigar Aficionado 2024 #15, rated 93. Teaches Wide Churchill identity in Wide Churchill format - regional character, construction, and Top 25 prestige.	Indonesia wrapper sets the top-note character, color, and burn personality for this vitola.	Dominican Republic binder supports structure, combustion, and integration with the filler stack.	Dominican Republic / Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/romeo-y-julieta-wide-churchill-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Wide Churchill, or a medium scotch-friendly smoke at this size.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/romeo-y-julieta-wide-churchill-2024	8.	6.	52.	Toro	6 × 52 · Toro	La Aroma de Cuba Connecticut Toro · 6 × 52 · Toro · Medium · Nicaragua · $8 · Notes: cream, cedar, nuts, toast	La Aroma de Cuba Connecticut toro — Pepín Connecticut over Nicaraguan filler. Creamy, approachable, and distinct from Original or Pasión.		CA25-23 is Original; CA24-11 is Pasión — different lines.	93	2024	Top 25	15	10
BB24-20-SAGA-TOMO3	Saga	Short Tales	Tomo III	Dominican Republic	3	3	Medium	Woodsy	Quick lunch break	45 min	Coffee	Ecuador	Dominican Republic	Dominican Republic / Nicaragua	Cigar Aficionado 2024 Best Buy, rated 88 (≤$7 MSRP). Teaches Short Tales in Tomo III - value Dominican pick for budget-conscious smokers.	Ecuador wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/saga-short-tales-tomo-iii-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2024 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/saga-short-tales-tomo-iii-2024	9.	5.	50.	Robusto	5 × 50 · Robusto	A.J. Fernandez Hoyo La Amistad Dark Sumatra Robusto · 5 × 50 · Robusto · Medium-Full · Nicaragua · $9 · Notes: earth, savory spice, cedar, cocoa	Hoyo La Amistad Dark Sumatra — Ecuador sumatra spice over AJ Nicaraguan core. Regional identity lesson in one robusto.			88	2024	Best Buy		10
CUR-27-SC-ELEG-ROB	San Cristobal	Elegancia	Robusto	Nicaragua	4	3	Medium	Creamy	Morning coffee	60 min	Coffee	Ecuador Connecticut	Nicaragua	Nicaragua	Sprint smokes checklist. Teaches Elegancia in Robusto - Nicaragua character, construction, and hall-of-fame reference status.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	sweet corn, caramel, nutmeg, minerals, oak, vanilla	Verified against https://www.cigaraficionado.com/ratings/26486/name/san-cristobal-elegancia-churchill-churchill.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Elegancia, or asks for a medium creamy reference.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/26486/name/san-cristobal-elegancia-churchill-churchill	14.	6.75	38.	Lancero	6¾ × 38 · Lancero	Tatuaje Reserva A Uno · 6¾ × 38 · Lancero · Medium-Full · Nicaragua · $14 · Notes: cedar, wood, earth, leather	Tatuaje Reserva A Uno lancero — focused Nicaraguan spice and cedar in a 38-ring. Experienced smokers who like precision formats.							10
CA25-19-SANCHO-PANZA	Sancho Panza	Belicoso	Belicoso	Cuba	6	5	Full	Woodsy	After dinner	90 min	Scotch	Cuba	Cuba	Cuba	Cigar Aficionado 2025 #19, rated 94. Teaches a lesser-known Cuban brand with assertive strength, small portfolio identity, and classic belicoso form.	Cuban wrapper brings cedar, earth, and rustic Cuban aroma.	Cuban binder keeps the puro profile traditional and firm.	Cuban filler drives assertive Cuban strength, spice, and wood.	chocolate, honey-roasted peanut, toffee, cherry, raisin, fig	Verified against https://www.cigaraficionado.com/top25cigar/sancho-panza-belicoso-2025.	Beginner, user wants easy U.S. access, or user wants creamy mildness.	Recommend when the user wants a less obvious Cuban with assertive character.	Medium	Cigar Aficionado 2025 Top 25 review tasting prose	No	https://mshanken.imgix.net/cao/bolt/2025-12/top19-ratingh.jpg	https://www.cigaraficionado.com/top25cigar/sancho-panza-belicoso-2025		5.5	52.	Belicoso	5.5 × 52 · Belicoso	Tatuaje Black · 6 × 38 · Petite Lancero · Medium · Nicaragua · $11 · Notes: smores, campfire sweetness, oak, tannin	Big flavor in a slim ring — campfire smores, oak, and Tatuaje intensity when you only have 45 minutes. Boutique density over size.			94	2025	Top 25	19	10
CA25-03-TATUAJE-BLACK	Tatuaje	Black	Petite Lancero	Nicaragua	5	4	Medium	Dessert	Quick lunch break	45 min	Coffee	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2025 #3, rated 96. Teaches boutique Nicaraguan flavor density in a small ring gauge, with campfire sweetness, oak, and surprising intensity for size.	Nicaraguan wrapper concentrates sweetness, oak, and rustic farm-roll character.	Nicaraguan binder keeps the narrow format burning with focused flavor.	Nicaraguan filler delivers compact but intense Tatuaje/My Father character.	smores, campfire, oak, tannin	Verified against https://www.cigaraficionado.com/top25cigar/tatuaje-black-petite-lancero-2025.	User wants mild cream, large ring gauge comfort, or low flavor intensity.	Recommend when the user has less time but still wants serious boutique flavor.	High	Cigar Aficionado 2025 Top 25 review tasting prose	Maybe	https://mshanken.imgix.net/cao/bolt/2025-12/top3-ratingh.jpg	https://www.cigaraficionado.com/top25cigar/tatuaje-black-petite-lancero-2025	12.	5.	50.	Robusto	5 × 50 · Robusto	Rocky Patel Emerald · 5 × 50 · Robusto · Medium · Nicaragua · $12 · Notes: cream, spice, wood, toasted nuts	Polished box-pressed robusto — cream, wood, and spice without the usual heavy-handed RP punch. Accessible modern construction.			96	2025	Top 25	3	10
CA24-25-TAT-RES-A1	Tatuaje	Reserva	A Uno	Nicaragua	5	4	Medium-Full	Woodsy	After dinner	90 min	Scotch	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2024 #25, rated 92. Teaches Reserva identity in A Uno format - regional character, construction, and Top 25 prestige.	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/tatuaje-reserva-a-uno-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Reserva, or a medium-full scotch-friendly smoke at this size.	High	Cigar Aficionado official review	No		https://www.cigaraficionado.com/top25cigar/tatuaje-reserva-a-uno-2024	5.	4.	40.	Petit Corona	4 × 40 · Petit Corona	C.L.E. Maduro · 4 × 40 · Petit Corona · Medium-Full · Honduras · $5 · Notes: cocoa, coffee, earth, dark sweetness	C.L.E. maduro 40x4 - short maduro hit of cocoa and pepper when time is tight.			92	2024	Top 25	25	10
CA25-05-TRINIDAD-ESP3	Trinidad	Espiritu Series No. 3	Belicoso	Nicaragua	5	5	Medium-Full	Dark & Heavy	After dinner	90 min	Bourbon	Mexico	Nicaragua	Nicaragua	Cigar Aficionado 2025 #5, rated 95. Teaches modern Trinidad U.S. market revival through Nicaraguan structure, Mexican wrapper depth, and belicoso intensity.	Mexican wrapper adds dark sweetness, earth, and maduro-like depth.	Nicaraguan binder supports a bolder, modern Trinidad profile.	Nicaraguan filler brings spice, body, and regional intensity.	toasted vanilla, nougat, brown sugar, toffee	Verified against https://www.cigaraficionado.com/top25cigar/trinidad-espiritu-series-no-3-belicoso-2025.	User wants classic Cuban Trinidad profile or mild beginner smoke.	Recommend when the user wants a rich modern take on a legacy name.	High	Cigar Aficionado 2025 Top 25 review tasting prose	No	https://mshanken.imgix.net/cao/bolt/2025-12/top5-ratingh.jpg	13.19	13.19	4.5	50.	Petit Robusto	4½ × 50 · Petit Robusto	Hoyo de Monterrey Epicure Epicure No. 2 · 4½ × 50 · Petit Robusto · Medium · Cuban · — · Notes: cream, cedar, nuts, toast	Short Cuban epicure - coffee, cream, and light earth in a 4½-inch petit format. Famous morning Habanos.	Island Cuban; not U.S. retail MSRP.		95	2025	Top 25	5	10
