SKU	Brand	Line	Vitola	Wrapper	Binder	Filler	Wrapper Role	Binder Role	Filler Role	Flavor Notes	Strength	Tier	MSRP	Length	Ring	Catalog Line	Member Blurb	Best For	Avoid If	Why Recommend	Data Grade	CA Rating	Stick Size	Repr Vitola	Origin	Factory	Beginner Safe
CA25-23-LA-AROMA	La Aroma de Cuba	Original	Robusto	Connecticut Broadleaf	Nicaragua	Nicaragua	Connecticut Broadleaf wrapper brings roasted sweetness, dark body, and old-school richness.	Nicaraguan binder supports strength and My Father burn structure.	Nicaraguan filler delivers full strength, roasted nuts, and complex spice.	roasted peanut, toasted chestnut, licorice, minerals	6	4	6	6	60	Curivari Buenaventura Favoritos Natural · 6 × 60 · Gordo · Medium · Nicaragua · $6 · Notes: cedar, wood, earth, leather	Curivari Buenaventura natural 60 - big ring Nicaraguan wood and earth at under $6.	Verified against https://www.cigaraficionado.com/top25cigar/la-aroma-de-cuba-robusto-2025.	Beginner, mild smoker, or user dislikes roasted/nutty dark flavors.	Recommend for a strong, complex broadleaf robusto with classic value appeal.	10		6 × 60 · Gordo				No
CA24-11-LA-AROMA-PASION	La Aroma de Cuba	Pasión	Box-Pressed Torpedo	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, coffee, earth, dark sweetness, cedar	4	5	5	4	40	Macanudo Café · 4 × 40 · Petit Corona · Medium-Light · Dominican · $5 · Notes: cream, cedar, nuts, toast	Macanudo Café Court tubo - classic mild Connecticut in a pocket-sized format.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-aroma-de-cuba-pasion-box-pressed-torpedo-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Pasión, or a full bourbon-friendly smoke at this size.	10		4 × 40 · Petit Corona				No
BB25-18-LAUR-CAZ-ROB	La Aurora	Cazadores Nicaragua	Robusto	Nicaragua	Dominican Republic	Nicaragua / Dominican Republic	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Nicaragua / Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, pepper, coffee, earth, cocoa	3	3	14	6	52	Viaje Fifteen Plus Two And A Half Anniversary Silver · 6 × 52 · Toro · Medium-Full · Nicaragua · $14 · Notes: sweet spice, cedar, citrus, earth	Viaje anniversary Aganorsa puro — festive sweet spice and citrus over cedar. Celebration cigar with boutique energy.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-aurora-cazadores-nicaragua-robusto-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2025 Best Buy list.	10		6 × 52 · Toro				Yes
BB25-24-LAUR-CAZ-TOR	La Aurora	Cazadores Nicaragua	Toro	Nicaragua	Dominican Republic	Nicaragua / Dominican Republic	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Nicaragua / Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, pepper, coffee, earth, cocoa	3	3	11	5	50	Oliva Serie V Melanio Maduro · 5 × 50 · Robusto · Medium-Full · Nicaragua · $11 · Notes: cocoa, dark sweetness, coffee, earth	Melanio's darker maduro side — cocoa and coffee sweetness in a polished Mexican wrapper. Bourbon-friendly without Serie V bite.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-aurora-cazadores-nicaragua-toro-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2025 Best Buy list.	10		5 × 50 · Robusto				Yes
CA25-24-LA-AURORA-FUERTE	La Aurora	Family Creed Series Fuerte Sol	Robusto	Mexico	Nicaragua	Dominican Republic / Nicaragua / Pennsylvania Broadleaf	Mexican wrapper adds dark sweetness, earth, and modern richness.	Nicaraguan binder adds spice and structure to the multinational filler blend.	Dominican, Nicaraguan, and Pennsylvania Broadleaf filler create savory depth and body.	oak, nuts, leather, caramel	5	5	15.5	6.1	50	H. Upmann Magnum · 6.1 × 50 · Robusto · Medium · Cuban · — · Notes: cedar, wood, earth, leather	H. Upmann magnum format - toasted nuts, cedar, and classic medium Cuban character in a 50-ring robusto length.	Verified against https://www.cigaraficionado.com/top25cigar/la-aurora-family-creed-series-fuerte-sol-robusto-2025.	Beginner, user wants mild traditional La Aurora, or avoids dark/savory flavors.	Recommend when the user wants heritage plus modern strength and complexity.	10		6.1 × 50 · Robusto				No
CA25-13-LFD-30YEARS	La Flor Dominicana	30 Years	Chisel	Ecuador	Dominican Republic	Dominican Republic	Ecuadorian wrapper adds spice, sheen, and balance to the anniversary blend.	Dominican binder supports the Chisel format and estate-tobacco identity.	Dominican filler provides LFD depth, earth, spice, and signature body.	leather, coffee, coconut, clove	4	6	11	7	50	Ashton Classic Magnum · 7 × 50 · Magnum · Medium-Light · Dominican · $11 · Notes: cream, cedar, almonds, toast	Polished Dominican Connecticut — cream, almonds, and reliable mild-to-medium body. Beginner-safe premium without boring you.	Verified against https://www.cigaraficionado.com/top25cigar/la-flor-dominicana-30-years-chisel-2025.	Beginner, user wants creamy mildness, or dislikes chisel/figurado shapes.	Recommend for LFD identity and anniversary prestige without going all the way to Double Ligero strength.	10		7 × 50 · Magnum				No
BB24-11-LFD-CAM-3	La Flor Dominicana	Cameroon Cabinet	No. 3	Cameroon	Dominican Republic	Dominican Republic	Cameroon wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	3	3	12	5	50	Gellis Family Cigars Saunter · 5 × 50 · Robusto · Medium · Dominican · $12 · Notes: cream, cedar, light spice, nuts	Boutique medium with Warped-adjacent polish — cream, cedar, and light spice in an approachable robusto. Refined without going dark.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-flor-dominicana-cameroon-cabinet-no-3-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2024 Best Buy list.	10		5 × 50 · Robusto				Yes
L4-LFD-DL	La Flor Dominicana	Double Ligero	Chisel / Robusto / Toro	Ecuadorian Sumatra	Dominican Republic	Dominican ligero	Ecuadorian Sumatra wrapper (natural or maduro) frames the ligero core with spice, earth, and oily depth without softening the strength.	Dominican binder supports combustion and structure through a dense double-ligero bunch.	Dominican ligero filler drives exceptional nicotine, red pepper, leather, coffee, and experienced-only intensity.	leather, pepper, wood, powerful, full-bodied	7	4	12	5	50	OneOff Black & Tan · 5 × 50 · Robusto · Medium-Full · Nicaragua · $12 · Notes: earth, savory spice, cedar, cocoa	OneOff Black & Tan robusto — layered Aganorsa savory character in a 5×50. Related to OneOff Black toro on 2025 list, different blend.	Verified against https://www.cigaraficionado.com/ratings/20952/name/la-flor-dominicana-double-ligero-chisel.	Beginner, nicotine-sensitive, empty stomach, morning coffee, user wants creamy Connecticut mildness.	Recommend when the user seeks maximum Dominican ligero intensity and understands this is among the strongest profiles in the book.	10		5 × 50 · Robusto				No
CA24-21-LFD-CHISELITO	La Flor Dominicana	Double Ligero	Chiselito Maduro	Connecticut Broadleaf	Dominican Republic	Dominican Republic	Connecticut Broadleaf wrapper sets the top-note character, color, and burn personality for this vitola.	Dominican Republic binder supports structure, combustion, and integration with the filler stack.	Dominican Republic filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, earth, pepper, espresso, dark sweetness	5	6	11	4.5	52	Warped Corto X52 · 4½ × 52 · Petit Toro · Medium-Full · Nicaragua · $11 · Notes: cedar, baking spice, sweet tobacco, toast	Warped Corto X52 — concentrated Nicaraguan spice in a 4½-inch petit format. Big flavor when time is tight.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-flor-dominicana-double-ligero-chiselito-maduro-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Double Ligero, or a full bourbon-friendly smoke at this size.	10		4½ × 52 · Petit Toro				No
BB25-14-LG-CT-HC	La Galera	Connecticut	Half Corona	Ecuador Connecticut	Dominican Republic	Dominican Republic	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	2	3	6.58	5.13	52	Partagás Línea Maestra Maestro · 5⅛ × 52 · Robusto · Full · Cuban · — · Notes: cedar, wood, earth, leather	Cuban ultra-premium Maestra tier — assertive island cedar and earth. Recommend only when Cuban prestige and rarity are explicit.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-galera-connecticut-half-corona-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2025 Best Buy list.	10		5⅛ × 52 · Robusto				Yes
BB25-13-LG-IMP-JADE	La Galera	Imperial Jade	Chiquito Perfecto	Ecuador	Dominican Republic	Dominican Republic / Nicaragua	Ecuador wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	3	3	6	4.5	50	Charter Oak Connecticut Shade · 4½ × 50 · Rothschild · Medium-Light · Nicaragua · $6 · Notes: cream, cedar, nuts, toast	Foundation Charter Oak shade rothschild - easy Connecticut over Nicaraguan filler. Reliable daily mild.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-galera-imperial-jade-chiquito-perfecto-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2025 Best Buy list.	10		4½ × 50 · Rothschild				Yes
VID-17-LBO-ISLAND-GRD	Leaf by Oscar	Island Maduro	Gordo	Mexican San Andrés	Honduras	Honduras / Nicaragua	Mexican San Andrés wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Honduras / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	earth, cocoa, cedar, leather, sweet tobacco	4	4	6	5.5	44	Flores y Rodriguez 18th Anniversary Millefleurs · 5½ × 44 · Corona · Medium · Dominican · $6 · Notes: cedar, wood, earth, leather	Millefleurs corona - Dominican value with woody sweetness. Good when user wants budget DR character.	Verified against https://www.cigaraficionado.com/ratings/8987/name/leaf-by-oscar-island-maduro-gordo.	Beginner seeking ultra-mild only when strength is medium-full or full.	Recommend when teaching Island Maduro identity, AJ/Aganorsa progression, or transcript-priority catalog coverage.	10		5½ × 44 · Corona				Maybe
L3-MAC-CAFE	Macanudo	Cafe	Robusto / Hyde Park	Connecticut Shade	Mexico	Dominican Republic / Mexico	Connecticut Shade wrapper softens the profile with cream, light cedar, and a clean mild finish.	Mexican binder adds structure and a quiet savory base without making the cigar aggressive.	Dominican and Mexican filler keep the smoke mild, consistent, and easy to read.	vanilla, bread, sweet spice, coffee, cinnamon, nutmeg	2	3	12	6	54	Aging Room Quattro Nicaragua Concerto Impromptu · 6 × 54 · Toro · Medium-Full · Nicaragua · $12 · Notes: pepper, cinnamon, nutmeg, orange peel	Spice-forward Nicaraguan puro — pepper, cinnamon, and orange peel in a box-pressed shape. For after-dinner drinkers who want complexity.	Verified against https://www.cigaraficionado.com/ratings/14291/name/macanudo-cafe-hyde-park-toro.	User wants bold pepper, heavy body, high nicotine, or collector rarity.	Recommend when the user needs a gentle, reliable, beginner-safe Connecticut profile.	10		6 × 54 · Toro				Yes
BB25-19-MAC-COURT	Macanudo	Café	Court (Tubo)	Connecticut Shade	Dominican Republic	Dominican Republic / Mexico	Connecticut Shade wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Mexico filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	2	2	24	6.5	52	Davidoff Millennium Blend Series · 6½ × 52 · Piramide · Medium-Full · Dominican · $24 · Notes: cream, cedar, coffee, soft pepper	Davidoff Millennium elegance with more body — cream, coffee, and floral spice in a piramide. Luxury that still drinks refined.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/macanudo-cafe-court-tubo-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2025 Best Buy list.	10		6½ × 52 · Piramide				Yes
CA25-12-MAC-EMISSARY-FR	Macanudo	Emissary France	Churchill	Ecuador	Connecticut Broadleaf	Brazil / Dominican Republic / France / U.S.A.	Ecuadorian wrapper adds polish, aroma, and smooth top notes.	Connecticut Broadleaf binder adds dark sweetness and structure around the uncommon filler blend.	Brazilian, Dominican, French, and U.S. filler create unusual savory complexity.	leather, black pepper, coffee bean, cocoa	5	5	16	6	58	E.P. Carrillo Encore Majestic · 6 × 58 · Toro Gordo · Medium-Full · Nicaragua · $16 · Notes: cedar, wood, earth, leather	Encore at full toro gordo scale - woody Nicaraguan puro depth and celebration body. Bigger step up from the Celestial on the 2024 list.	Verified against https://www.cigaraficionado.com/top25cigar/macanudo-emissary-france-churchill-2025.	User assumes all Macanudo is mild Cafe-style or needs a short smoke.	Recommend when the user wants to explore Macanudo's modern, richer side.	10		6 × 58 · Toro Gordo				No
CA24-02-MONTE-1935	Montecristo	1935 Anniversary Nicaragua	Espeso	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	4	6	13	6	54	La Flor Dominicana Double Ligero Chisel · 6 × 54 · Chisel · Full · Dominican · $13 · Notes: red pepper, leather, charred oak, earth	Dominican ligero with real teeth — red pepper, leather, and coffee. Experienced smokers only; not the mild DR stereotype.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/montecristo-1935-anniversary-nicaragua-espeso-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, 1935 Anniversary Nicaragua, or a medium-full rum-friendly smoke at this size.	10		6 × 54 · Chisel				Maybe
HTD-07-MONTECRISTO	Montecristo	Classic / Dominican	Varies	Connecticut Shade	Dominican Republic	Dominican Republic	Connecticut Shade wrapper gives grassy sweetness, cream, and classic Cuban-legacy mildness.	Dominican binder supports approachable, consistent construction from Tabacalera de García.	Dominican filler reinforces cedar, nuts, light coffee, and easy-drinking mild body.	cream, cinnamon spice, wood, leather, toasty	2	3	15	6	50	Aladino 85 Aniversario Reserva · 6 × 50 · Toro · Medium · Honduras · $15 · Notes: cedar, wood, spice, earth	Honduran puro anniversary — Corojo-seed cedar and wood in a reserve toro. Eiroa heritage for Scotch and celebration nights.	Verified against https://www.cigaraficionado.com/ratings/15552/name/montecristo-white-toro-toro.	User wants bold pepper, dark maduro, or boutique Nicaraguan intensity.	Recommend as a widely available mild Dominican classic with broad beginner appeal.	10		6 × 50 · Toro				Yes
CUR-22-MONTE-NO2	Montecristo	Línea Clásica	No. 2	Cuba	Cuba	Cuba	Cuba wrapper sets top-note, color, and burn for this vitola.	Cuba binder supports structure and integration with the filler.	Cuba filler drives body, strength, and the flavor arc Sterlon should echo.	leather, cinnamon, nutmeg, tangy wood	4	6	6	6	52	Nica Rustica Adobe · 6 × 52 · Toro · Medium-Full · Nicaragua · $6 · Notes: earth, savory spice, cedar, cocoa	Adobe toro - Drew Estate rustic Nicaraguan earth and pepper without Liga pricing.	Verified against https://www.cigaraficionado.com/ratings/25885/name/montecristo-no-2.	Beginner seeking ultra-mild only, or user needs U.S. retail when cigar is island Cuban.	Recommend when the user cites this hall-of-fame stick, Línea Clásica, or asks for a medium-full woodsy reference.	10		6 × 52 · Toro				Maybe
L3-MONT-WHITE	Montecristo	White Series	Toro / Rothchilde / Churchill	Ecuadorian Connecticut Shade	Nicaragua	Dominican Republic / Nicaragua	Ecuadorian Connecticut Shade wrapper delivers cream, smoothness, and light sweetness.	Nicaraguan binder adds savory structure and keeps the mild profile from feeling thin.	Dominican and Nicaraguan long-fillers provide a creamy core with gentle spice and enough body for pairing.	cream, cinnamon spice, wood, leather, toasty	3	3	8	5	50	San Cristobal Elegancia Robusto · 5 × 50 · Robusto · Medium · Nicaragua · $8 · Notes: cream, cedar, nuts, toast	San Cristobal Elegancia robusto — Ashton/EPC Connecticut elegance: cream, toast, and gentle cedar. Classic morning sprint stick.	Verified against https://www.cigaraficionado.com/ratings/15552/name/montecristo-white-toro-toro.	User wants strong pepper, dark flavors, or short smoke.	Recommend for a smooth, creamy premium cigar where the binder adds quiet savory depth.	10		5 × 50 · Robusto				Yes
L4-MYF-LEBIJOU	My Father	Le Bijou 1922	Toro / Torpedo / Churchill	Nicaraguan Habano Oscuro	Nicaragua	Nicaragua	Nicaraguan Habano Oscuro wrapper deepens cocoa, leather, and pepper with oily maduro texture.	Nicaraguan binder (often double-binder bunch) amplifies Garcia-family structure and full-bodied burn.	Nicaraguan filler drives espresso, dark cocoa, earth, cherry-dark fruit, and experienced-only intensity.	hickory, black coffee, nutmeg, cherry	6	4	12	6	54	Punch Knuckle Buster Shade Stubby · 4 × 50 · Robusto · Medium-Light · Honduras · $5 · Notes: cream, cedar, nuts, toast	Stubby Knuckle Buster - short time window, same creamy profile. Lunch break default.	Verified against https://www.cigaraficionado.com/ratings/23080/name/my-father-le-bijou-1922-toro-toro.	Beginner, mild preference, morning smoke, user dislikes pepper and heavy body.	Recommend for a serious, dark, full-bodied Nicaraguan profile with My Father blending identity.	10		6 × 54 · Toro				No
CUR-25-MF-ORIG-TORO	My Father	Original	Toro	Nicaragua Habano	Nicaragua	Nicaragua	Nicaragua Habano wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	earth, pepper, cedar, cocoa, leather	4	4	5	5	50	La Aurora Cazadores Nicaragua · 5 × 50 · Robusto · Medium · Dominican · $5 · Notes: earth, savory spice, cedar, cocoa	La Aurora Cazadores Nicaragua robusto - five-dollar Nicaraguan-forward daily driver.	Verified against https://www.cigaraficionado.com/ratings/14062/name/my-father-no-1.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Original, or asks for a medium-full savory reference.	10		5 × 50 · Robusto				Maybe
CA24-01-MF-JUDGE	My Father	The Judge	Grand Robusto	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, coffee, earth, dark sweetness, cedar	5	7	28	7	47	Byron 19th Century Churchill · 7 × 47 · Churchill · Medium · Costa Rica · $28 · Notes: caramel, cream, oak, almond	Byron 19th Century Churchill — ultra-refined Costa Rican/Ecuador dessert elegance. Boutique advanced; champagne pairing.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/my-father-the-judge-grand-robusto-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, The Judge, or a full cognac-friendly smoke at this size.	10		7 × 47 · Churchill				No
CUR-16-MF-JUDGE-TORO	My Father	The Judge	Toro	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaraguan filler provides full-bodied Pepin Garcia depth, cocoa, coffee, earth, and dark sweetness.	cocoa, coffee, earth, dark sweetness, cedar	5	7	12	6	52	Adventura Navigator Toro · 6 × 52 · Toro · Medium · Dominican · $12 · Notes: cedar, wood, earth, leather	Adventura Navigator toro — Henderson Ventura storytelling with Dominican-Nicaraguan balance. Accessible boutique.	Verified against https://www.cigaraficionado.com/ratings/20372/name/my-father-the-judge-toro-fino-toro.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, The Judge, or asks for a full coffee reference.	10		6 × 52 · Toro				No
BB24-19-NICA-ADOBE	Nica Rustica	Adobe	Toro	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	earth, cocoa, black pepper, espresso, rustic sweetness	4	3	9	5.5	50	Padron 2000 · 5½ × 50 · Robusto · Medium · Nicaragua · $9 · Notes: cocoa, coffee, earth, nuts	The daily Padron lesson — all-Nicaraguan cocoa, coffee, and earth in honest construction. Natural vs maduro is your sweetness dial.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/nica-rustica-adobe-toro-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2024 Best Buy list.	10		5½ × 50 · Robusto				Maybe
BB25-22-NICA-ADOBE	Nica Rustica	Adobe	Toro	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	earth, cocoa, black pepper, espresso, rustic sweetness	4	3	11	6	54	Oliva Serie V Double Robusto · 6 × 54 · Double Robusto · Full · Nicaragua · $11 · Notes: sweet spice, espresso, dark cocoa, cedar	Jalapa/Estelí power with oily habano sweetness — espresso, pepper, and dark cocoa. Full Nicaraguan intensity that still finishes sweet.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/nica-rustica-adobe-toro-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2025 Best Buy list.	10		6 × 54 · Double Robusto				Maybe
BB24-18-NICA-BELLY	Nica Rustica	Nica Rustica	Belly	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	earth, black pepper, cocoa, espresso, rustic sweetness	4	4	7	4	44	Arturo Fuente Spanish Lonsdale · 6½ × 42 · Lonsdale · Medium-Full · Dominican · $7 · Notes: cedar, baking spice, sweet tobacco, toast	Fuente Spanish Lonsdale maduro - sweet broadleaf and baking spice in a long DR session on a budget.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/nica-rustica-belly-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2024 Best Buy list.	10		6½ × 42 · Lonsdale				Maybe
BB24-12-OLIVA-CT-PC	Oliva	Connecticut Reserve	Petit Corona	Ecuador Connecticut	Nicaragua	Nicaragua	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	2	3		4.5	52	Cohiba Maduro 5 Mágicos · 4½ × 52 · Petit Robusto · Medium-Full · Cuban · — · Notes: cocoa, earth, pepper, espresso	Cuban Cohiba maduro in a short magico — dark sweetness and luxury aroma in a 4½-inch format. Island-only prestige.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/oliva-connecticut-reserve-petit-corona-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2024 Best Buy list.	10		4½ × 52 · Petit Robusto				Yes
BB24-04-OLIVA-SG-SG	Oliva	Serie G Maduro	Special G	Nicaragua	Nicaragua	Nicaragua	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cocoa, earth, pepper, espresso, dark sweetness	3	3	11	6.25	54	Alec Bradley Man O' War 10th Anniversary Toro · 6¼ × 54 · Toro · Medium-Full · Honduras · $11 · Notes: cedar, baking spice, sweet tobacco, toast	Man O' War 10th Anniversary toro — Honduran spice, leather, and sweet tobacco in a celebration-sized smoke. Entry 'deal' stick with more body than ultra-mild.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/oliva-serie-g-maduro-special-g-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2024 Best Buy list.	10		6¼ × 54 · Toro				Maybe
L4-OLIVA-SERIEV	Oliva	Serie V	Double Robusto / Torpedo / Toro	Ecuadorian Habano Sun Grown	Nicaragua	Nicaraguan ligero	Ecuadorian Habano Sun Grown wrapper adds oily sweetness, spice, and Jalapa/Estelí character on the nose.	Nicaraguan binder supports full body and ligero-forward structure.	Nicaraguan ligero filler delivers espresso, pepper, dark cocoa, and long-finishing strength.	coffee, oak, spice, orange peel, cinnamon, rum	6	4	9	5.5	55	A.J. Fernandez New World Robusto · 5½ × 55 · Robusto · Medium-Full · Nicaragua · $9 · Notes: earth, savory spice, cedar, cocoa	AJ New World robusto — broadleaf oscuro over Brazilian filler for savory earth and cocoa. Anchor of the AJ teaching ladder.	Verified against https://www.cigaraficionado.com/ratings/22697/name/oliva-serie-v-double-robusto.	Beginner, empty stomach, short time window, user avoids high nicotine.	Recommend when the user asks for rich Nicaraguan power with sweetness and structure.	10		5½ × 55 · Robusto				No
CA25-18-OLIVA-MEL-MAD	Oliva	Serie V Melanio Maduro	Robusto	Mexico	Nicaragua	Nicaragua	Mexican Maduro wrapper adds dark sweetness, cocoa, and polished depth.	Nicaraguan binder supports Serie V structure without overwhelming the profile.	Nicaraguan filler gives strength, sweetness, and Melanio complexity.	dark chocolate, raisin, caramel, mineral	4	5	10	6	54	A.J. Fernandez New World Cameroon Toro · 6 × 54 · Toro · Medium · Nicaragua · $10 · Notes: cream, cedar, nuts, toast	New World Cameroon toro — cream, nuts, and gentle spice. Shows how swapping wrapper changes the same AJ core.	Verified against https://www.cigaraficionado.com/top25cigar/oliva-serie-v-melanio-maduro-robusto-2025.	User wants very mild Connecticut or maximum Serie V strength.	Recommend for a rich but controlled Maduro version of a respected Nicaraguan line.	10		6 × 54 · Toro				Maybe
CA24-06-OLIVA-MEL-TORP	Oliva	Serie V Melanio Maduro	Torpedo	Mexico	Nicaragua	Nicaragua	Mexico wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, earth, pepper, espresso, dark sweetness	4	5	11	6	52	A.J. Fernandez Dias de Gloria Toro · 6 × 52 · Toro · Medium-Full · Nicaragua · $11 · Notes: cedar, wood, earth, leather	Dias de Gloria toro — vintage-leaning Nicaraguan puro depth and rum-friendly wood. AJ at celebratory body without Bellas Artes price.	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/oliva-serie-v-melanio-maduro-torpedo-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Serie V Melanio Maduro, or a medium-full bourbon-friendly smoke at this size.	10		6 × 52 · Toro				Maybe
